Atiquizaya,-3998,-1022,599.0
Juayua,-4029,-1021,1023.0
San Antonio del Monte,-4077,-1020,213.0
Nahuizalco,-4052,-1019,565.0
Sonsonate,-4073,-1018,245.0
Sonzacate,-4068,-1017,281.0
Asuncion Mita,-3932,-1016,485.0
Chalchuapa,-3993,-1015,678.0
Izalco,-4062,-1014,442.0
Panzos,-3681,-1013,156.0
Candelaria de La Frontera,-3970,-1012,764.0
Merida,-3220,-1011,10.0
San Cristobal,-5903,-1010,148.0
Santa Ana,-3991,-1009,655.0
Chiquimula,-3800,-1008,420.0
Zacapa,-3756,-1007,232.0
Coatepeque,-4010,-1006,730.0
Texistepeque,-3966,-1005,399.0
Armenia,-4063,-1004,538.0
El Congo,-4017,-1003,800.0
Metapan,-3930,-1002,478.0
Ciudad Arce,-4030,-1001,553.0
Poptun,-3612,-1000,530.0
Madison,-389,-999,270.0
Gualan,-3723,-998,136.0
San Juan Opico,-4023,-997,514.0
Esquipulas,-3872,-996,943.0
El Estor,-3665,-995,46.0
San Pablo Tacachico,-3999,-994,303.0
La Libertad,-4182,-993,31.0
Thunder Bay,676,-992,215.0
Nueva Concepcion,-3967,-991,339.0
Zaragoza,-4124,-990,607.0
Nueva San Salvador,-4092,-989,921.0
Quezaltepeque,-4032,-988,407.0
Nuevo Cuscatlan,-4103,-987,970.0
Antiguo Cuscatlan,-4093,-986,850.0
El Paisnal,-4000,-985,337.0
Mejicanos,-4065,-984,713.0
Rosario de Mora,-4131,-983,509.0
Ayutuxtepeque,-4061,-982,647.0
San Salvador,-4079,-981,699.0
Aguilares,-4004,-980,300.0
Nueva Ocotepeque,-3908,-979,820.0
San Marcos,-4099,-978,809.0
Cuscatancingo,-4066,-977,603.0
Panchimalco,-4120,-976,600.0
Apopa,-4040,-975,405.0
Guazapa,-4022,-974,406.0
Delgado,-4072,-973,599.0
Soyapango,-4067,-972,601.0
Copan,-3791,-971,638.0
Benque Viejo del Carmen,-3560,-970,130.0
Santo Tomas,-4106,-969,700.0
Tonacatepeque,-4051,-968,605.0
Olocuilta,-4133,-967,495.0
Ilopango,-4080,-966,602.0
San Ignacio,-3557,-965,127.0
San Pedro Masahuat,-4148,-964,196.0
El Rosario,-4178,-963,92.0
Suchitoto,-4007,-962,309.0
Tecoluca,-4046,-961,744.0
Tenancingo,-4033,-960,598.0
Santiago Nonualco,-4163,-959,137.0
San Marcos,-3916,-958,990.0
Cojutepeque,-4076,-957,836.0
Chalatenango,-3983,-956,397.0
San Martin,-4049,-955,603.0
Zacatecoluca,-4172,-954,149.0
Corquin,-3870,-953,858.0
Valley of Peace,-3549,-952,57.0
San Sebastian,-4070,-951,664.0
Dulce Nombre,-3785,-950,1090.0
Florida,-3746,-949,476.0
Morales,-3672,-948,29.0
San Vicente,-4109,-947,574.0
Apastepeque,-4097,-946,602.0
Santa Rosa de Copan,-3811,-945,1123.0
Belmopan,-3554,-944,63.0
